Song,Lyrics,topic_label,topic_explanation
راح اقولك ايه,"['اقولك', 'ايه', 'ايه', 'ايه', 'اهرب', 'ايه', 'ايه', 'ايه', 'اقولك', 'ايه', 'ايه', 'ايه', 'اهرب', 'ايه', 'ايه', 'ايه', 'ايه', 'الجنه', 'لقيتها', 'عيون', 'حبيتها', 'حبيت', 'رقتها', 'قولي', 'قولي', 'اعمل', 'ايه', 'الجنه', 'لقيتها', 'عيون', 'حبيتها', 'حبيت', 'رقتها', 'قولي', 'قولي', 'اعمل', 'ايه', 'اقولك', 'ايه', 'ايه', 'ايه', 'اهرب', 'ايه', 'ايه', 'ايه', 'حبيت', 'اوصافك', 'وجمالك', 'حبيت', 'الحب', 'بالك', 'حبيت', 'اوصافك', 'وجمالك', 'حبيت', 'الحب', 'بالك', 'الجنه', 'لقيتها', 'عيون', 'حبيتها', 'حبيت', 'رقتها', 'قولي', 'قولي', 'اعمل', 'ايه', 'الجنه', 'لقيتها', 'عيون', 'حبيتها', 'حبيت', 'رقتها', 'قولي', 'قولي', 'اعمل', 'ايه', 'اقولك', 'ايه', 'ايه', 'ايه', 'اهرب', 'ايه', 'ايه', 'ايه', 'حبيت', 'صوتك', 'وكلامك', 'حنيه', 'قلبك', 'وسلامك', 'حبيت', 'صوتك', 'وكلامك', 'حنيه', 'قلبك', 'وسلامك', 'الجنه', 'لقيتها', 'عيون', 'حبيتها', 'حبيت', 'رقتها', 'قولي', 'قولي', 'اعمل', 'ايه', 'الجنه', 'لقيتها', 'عيون', 'حبيتها', 'حبيت', 'رقتها', 'قولي', 'قولي', 'اعمل', 'ايه', 'اقولك', 'ايه', 'ايه', 'ايه', 'اهرب', 'ايه', 'ايه', 'ايه', 'اقولك', 'ايه', 'ايه', 'ايه', 'اهرب', 'ايه', 'ايه', 'ايه', 'الجنه', 'لقيتها', 'عيون', 'حبيتها', 'حبيت', 'رقتها', 'قولي', 'قولي', 'اعمل', 'ايه', 'الجنه', 'لقيتها', 'عيون', 'حبيتها', 'حبيت', 'رقتها', 'قولي', 'قولي', 'اعمل', 'ايه', 'اقولك', 'ايه', 'ايه', 'ايه', 'اهرب', 'ايه', 'ايه', 'ايه']",New in love,"**New in love:** The lyrics express strong feelings of admiration and affection for someone, focusing on their beauty, voice, kindness, and the feeling of finding paradise in their eyes. The repetition of ""I loved"" (حبيت) emphasizes the infatuation."
الله يخليكي,"['انا', 'عيونك', 'تشغلني', 'وتشاغل', 'بالي', 'انا', 'عيونك', 'تشغلني', 'وتشاغل', 'بالي', 'الله', 'يخليكي', 'ابعدني', 'خليني', 'حالي', 'الله', 'يخليكي', 'ابعدني', 'خليني', 'حالي', 'انا', 'عيونك', 'تشغلني', 'وتشاغل', 'بالي', 'انا', 'عيونك', 'تشغلني', 'وتشاغل', 'بالي', 'الله', 'يخليكي', 'ابعدني', 'خليني', 'حالي', 'الله', 'يخليكي', 'ابعدني', 'خليني', 'حالي', 'الله', 'يخليكي', 'انا', 'فاهم', 'ازاي', 'انا', 'وانتي', 'هنتفاهم', 'الله', 'يخليكي', 'انا', 'فاهم', 'ازاي', 'انا', 'وانتي', 'هنتفاهم', 'حبيتك', 'اكون', 'واهم', 'عارف', 'ايه', 'جري', 'عارف', 'ايه', 'جري', 'الله', 'يخليكي', 'ابعدني', 'خليني', 'حالي', 'انا', 'عيونك', 'تشغلني', 'وتشاغل', 'بالي', 'انا', 'عيونك', 'تشغلني', 'وتشاغل', 'بالي', 'الله', 'يخليكي', 'ابعدني', 'خليني', 'حالي', 'الله', 'يخليكي', 'ابعدني', 'خليني', 'حالي', 'الله', 'يخليكي', 'انا', 'قدك', 'انا', 'شوكك', 'وردك', 'الله', 'يخليكي', 'انا', 'قدك', 'انا', 'شوكك', 'وردك', 'الله', 'يخليكي', 'انا', 'عرضك', 'تسيبيني', 'لوحدي', 'اعيش', 'تسيبيني', 'لوحدي', 'اعيش', 'الله', 'يخليكي', 'ابعدني', 'خليني', 'حالي', 'انا', 'عيونك', 'تشغلني', 'وتشاغل', 'بالي', 'انا', 'عيونك', 'تشغلني', 'وتشاغل', 'بالي', 'الله', 'يخليكي', 'ابعدني', 'خليني', 'حالي', 'الله', 'يخليكي', 'ابعدني', 'خليني', 'حالي', 'الله', 'يخليكي', 'ابعدني', 'خليني', 'حالي', 'الله', 'يخليكي', 'ابعدني', 'خليني', 'حالي', 'الله', 'يخليكي', 'ابعدني', 'خليني', 'حالي', 'الله', 'يخليكي', 'ابعدني', 'خليني', 'حالي']",Romantic Relationships,"**Mixed: Romantic Relationships and Goodbyes.**

The lyrics express a strong infatuation (""your eyes occupy me""), but also a desire for distance (""God keep you, move away from me, let me be""). There's a conflict between the attraction and a feeling that the relationship won't work or will be harmful (""I'm your thorn and your rose""). The overall tone suggests a painful goodbye or the anticipation of one."
اجمل ما فيكي,"['اجمل', 'فيكي', 'عينيكي', 'تسحر', 'قلوب', 'ملاين', 'القلوب', 'حواليكي', 'وانتي', 'بتحبي', 'وانتي', 'بتحبي', 'اجمل', 'فيكي', 'عينيكي', 'تسحر', 'قلوب', 'ملاين', 'القلوب', 'حواليكي', 'وانتي', 'بتحبي', 'وانتي', 'بتحبي', 'اجمل', 'فيكي', 'نداني', 'اعرفش', 'فين', 'وداني', 'اجمل', 'فيكي', 'نداني', 'اعرفش', 'فين', 'وداني', 'صورتك', 'وجداني', 'ساكنه', 'سنين', 'ساكنه', 'سنين', 'اجمل', 'فيكي', 'عينيكي', 'تسحر', 'قلوب', 'ملاين', 'القلوب', 'حواليكي', 'وانتي', 'بتحبي', 'وانتي', 'بتحبي', 'قلبي', 'وسهر', 'لياليكي', 'عاشق', 'متيم', 'بيكي', 'قلبي', 'وسهر', 'لياليكي', 'عاشق', 'متيم', 'بيكي', 'عاشق', 'اسير', 'لعينيكي', 'عاشق', 'نظرتين', 'عاشق', 'نظرتين', 'اجمل', 'فيكي', 'عينيكي', 'تسحر', 'قلوب', 'ملاين', 'القلوب', 'حواليكي', 'وانتي', 'بتحبي', 'وانتي', 'بتحبي', 'اجمل', 'فيكي', 'عينيكي', 'تسحر', 'قلوب', 'ملاين', 'القلوب', 'حواليكي', 'وانتي', 'بتحبي', 'وانتي', 'بتحبي', 'اجمل', 'فيكي', 'عينيكي', 'تسحر', 'قلوب', 'ملاين', 'القلوب', 'حواليكي', 'وانتي', 'بتحبي', 'وانتي', 'بتحبي', 'اجمل', 'فيكي', 'عينيكي', 'تسحر', 'قلوب', 'ملاين', 'القلوب', 'حواليكي', 'وانتي', 'بتحبي', 'وانتي', 'بتحبي']",New in love,"New in love: The lyrics express deep admiration and infatuation with someone, focusing on their beautiful eyes and the singer's captivated heart."
حبيتها,"['وانا', 'قلبي', 'بقولها', 'حبيتها', 'حبيتها', 'انا', 'قلبي', 'بقولها', 'حبيتها', 'حبيتها', 'حبيت', 'سحر', 'عينيها', 'حبيت', 'سحر', 'عينيها', 'اه', 'حبيتها', 'وانا', 'قلبي', 'بقولها', 'حبيتها', 'حبيتها', 'انا', 'قلبي', 'بقولها', 'حبيتها', 'حبيتها', 'حبيت', 'سحر', 'عينيها', 'حبيت', 'سحر', 'عينيها', 'اه', 'حبيتها', 'اشوفك', 'اقابلك', 'عشت', 'سنين', 'احلم', 'بلقاكي', 'عشت', 'سنين', 'بتمني', 'اقولك', 'اني', 'عشقت', 'الروح', 'وياكي', 'اشوفك', 'اقابلك', 'عشت', 'سنين', 'احلم', 'بلقاكي', 'عشت', 'سنين', 'بتمني', 'اقولك', 'اني', 'عشقت', 'الروح', 'وياكي', 'حبيت', 'سحر', 'عينيها', 'حبيت', 'سحر', 'عينيها', 'اه', 'حبيتها', 'وانا', 'قلبي', 'بقولها', 'حبيتها', 'حبيتها', 'انا', 'قلبي', 'بقولها', 'حبيتها', 'حبيتها', 'حبيت', 'سحر', 'عينيها', 'حبيت', 'سحر', 'عينيها', 'اه', 'حبيتها', 'ياللي', 'عيونك', 'شمسي', 'وقمري', 'عمري', 'ابتدي', 'حبيبتي', 'معاكي', 'انتي', 'اجمل', 'حب', 'عمري', 'قلبي', 'يحس', 'هواكي', 'ياللي', 'عيونك', 'شمسي', 'وقمري', 'عمري', 'ابتدي', 'حبيبتي', 'معاكي', 'انتي', 'اجمل', 'حب', 'عمري', 'قلبي', 'يحس', 'هواكي', 'حبيت', 'سحر', 'عينيها', 'حبيت', 'سحر', 'عينيها', 'اه', 'حبيتها', 'وانا', 'قلبي', 'بقولها', 'حبيتها', 'حبيتها', 'انا', 'قلبي', 'بقولها', 'حبيتها', 'حبيتها', 'حبيت', 'سحر', 'عينيها', 'حبيت', 'سحر', 'عينيها', 'اه', 'حبيتها', 'وانا', 'قلبي', 'بقولها', 'حبيتها', 'حبيتها', 'انا', 'قلبي', 'بقولها', 'حبيتها', 'حبيتها', 'حبيت', 'سحر', 'عينيها', 'حبيت', 'سحر', 'عينيها', 'اه', 'حبيتها']",New in love,"**New in love:** The lyrics express strong feelings of adoration and infatuation (""I loved her,"" ""I loved the magic of her eyes""), emphasizing the speaker's dreams of meeting the beloved and declaring their love for her soul. The lyrics also talk about how the beloved is the most beautiful love of the speaker's life and how they feel her air."
رسمها,"['رسمها', 'داير', 'يدور', 'تهل', 'يزيد', 'النور', 'ليها', 'طله', 'يعلم', 'الله', 'عامله', 'ايه', 'فيا', 'رسمها', 'داير', 'يدور', 'تهل', 'يزيد', 'النور', 'ليها', 'طله', 'يعلم', 'الله', 'عامله', 'ايه', 'فيا', 'ويلي', 'ويلي', 'ويلي', 'ليلي', 'ناويه', 'تجنني', 'ده', 'انتي', 'حكايه', 'احلمي', 'واتمني', 'علي', 'مهلك', 'ناويه', 'تخلي', 'عقلي', 'يروح', 'تعرفي', 'مالي', 'جرالي', 'ترحمي', 'وتحني', 'علي', 'مهلك', 'ناويه', 'تخلي', 'عقلي', 'يروح', 'تعرفي', 'مالي', 'جرالي', 'ترحمي', 'وتحني', 'رسمها', 'داير', 'يدور', 'تهل', 'يزيد', 'النور', 'ليها', 'طله', 'يعلم', 'الله', 'عامله', 'ايه', 'فيا', 'رسمها', 'داير', 'يدور', 'تهل', 'يزيد', 'النور', 'ليها', 'طله', 'يعلم', 'الله', 'عامله', 'ايه', 'فيا', 'ويلي', 'ويلي', 'ويلي', 'ليلي', 'ناويه', 'تجنني', 'انتي', 'حكايه', 'احلمي', 'واتمني', 'طب', 'حلاوتك', 'انا', 'شفت', 'جمالك', 'قلبي', 'ندالك', 'خطفتي', 'طب', 'حلاوتك', 'انا', 'شفت', 'جمالك', 'قلبي', 'ندالك', 'خطفتي', 'رسمها', 'داير', 'يدور', 'تهل', 'يزيد', 'النور', 'ليها', 'طله', 'يعلم', 'الله', 'عامله', 'ايه', 'فيا', 'رسمها', 'داير', 'يدور', 'تهل', 'يزيد', 'النور', 'ليها', 'طله', 'يعلم', 'الله', 'عامله', 'ايه', 'فيا', 'ويلي', 'ويلي', 'ويلي', 'ليلي', 'ناويه', 'تجنني', 'انتي', 'حكايه', 'احلمي', 'واتمني', 'انتي', 'حكايه', 'احلمي', 'واتمني', 'انتي', 'حكايه', 'احلمي', 'واتمني', 'انتي', 'حكايه', 'احلمي', 'واتمني']",New in love,"New in love: The lyrics describe being captivated and almost driven crazy by someone's beauty and charm. Phrases like ""عامله ايه فيا"" (what have you done to me), ""ناويه تجنني"" (intending to drive me crazy), and ""خطفتي"" (you kidnapped me) all point to the speaker being completely enamored."
أحلى وأحلى,"['مدي', 'بتحلو', 'احلي', 'واحلي', 'الليله', 'ياه', 'علي', 'السحر', 'مدي', 'بتحلو', 'احلي', 'واحلي', 'الليله', 'ياه', 'علي', 'السحر', 'روحي', 'انا', 'انا', 'زادت', 'قلبي', 'الغيره', 'حبيبي', 'قربلي', 'العيون', 'الليله', 'مجننا', 'مدي', 'بتحلو', 'احلي', 'واحلي', 'الليله', 'ياه', 'علي', 'السحر', 'مدي', 'بتحلو', 'احلي', 'واحلي', 'الليله', 'ياه', 'علي', 'السحر', 'مدي', 'بتحلو', 'احلي', 'واحلي', 'الليله', 'ياه', 'علي', 'السحر', 'مدي', 'بتحلو', 'احلي', 'واحلي', 'الليله', 'ياه', 'علي', 'السحر', 'يومي', 'هيبتدي', 'معاك', 'وهتبقي', 'دنيا', 'جميله', 'حبيبي', 'انسي', 'الدنيا', 'وسيب', 'روحك', 'حضني', 'الليله', 'مجننا', 'مدي', 'بتحلو', 'احلي', 'واحلي', 'الليله', 'ياه', 'علي', 'السحر', 'مدي', 'بتحلو', 'احلي', 'واحلي', 'الليله', 'ياه', 'علي', 'السحر', 'مدي', 'بتحلو', 'احلي', 'واحلي', 'الليله', 'ياه', 'علي', 'السحر', 'مدي', 'بتحلو', 'احلي', 'واحلي', 'الليله', 'ياه', 'علي', 'السحر']",New in love,"**New in love:** The lyrics express admiration and enchantment with a loved one (""You become more and more beautiful tonight,"" ""Oh the magic""). They speak of possessiveness (""My soul, jealousy has increased in my heart""), wanting to be close to them (""My beloved, come closer to me""), and wanting to forget the world and be in their embrace. It emphasizes the magic of the night and the beauty of being with this person."
معاك قلبي,"['قولي', 'حبيبي', 'وانت', 'بعيد', 'انا', 'شوقي', 'ليك', 'بيزيد', 'وان', 'جيت', 'انا', 'برتاح', 'قولي', 'حبيبي', 'ايه', 'غيرني', 'وازاي', 'بتشغلني', 'عمر', 'قبلك', 'معاك', 'قلبي', 'وبلاش', 'تغيب', 'بتوحشني', 'معاك', 'قلبي', 'والله', 'بنساك', 'معاك', 'قلبي', 'وبلاش', 'تغيب', 'بتوحشني', 'ماليش', 'قلبي', 'احلي', 'ملاك', 'احلي', 'ايامي', 'واجمل', 'سنين', 'تتعاش', 'جنبك', 'اما', 'بلاش', 'اتمناه', 'كلامي', 'حبك', 'فيش', 'بعديه', 'وعرفت', 'راحتي', 'معاه', 'معاك', 'قلبي', 'وبلاش', 'تغيب', 'بتوحشني', 'معاك', 'قلبي', 'والله', 'بنساك', 'معاك', 'قلبي', 'وبلاش', 'تغيب', 'بتوحشني', 'ماليش', 'قلبي', 'احلي', 'ملاك', 'معاك', 'قلبي', 'وبلاش', 'تغيب', 'بتوحشني', 'معاك', 'قلبي', 'والله', 'بنساك', 'معاك', 'قلبي', 'وبلاش', 'تغيب', 'بتوحشني', 'ماليش', 'قلبي', 'احلي', 'ملاك']",New in love,"New in love: The lyrics express intense longing and missing the beloved when they are apart, and feeling at peace when they are together. It also conveys a feeling of forgetting the world and finding happiness in their presence."
أمنتك,"['امنتك', 'حبيبي', 'امانه', 'سلملي', 'علي', 'ليالي', 'هوانا', 'وحشانا', 'اجمل', 'ايام', 'حلفتك', 'بيا', 'وبالغالي', 'رجعني', 'اعيش', 'احلي', 'ليالي', 'علي', 'بالي', 'عايزه', 'كلام', 'الشوق', 'خلي', 'ليلي', 'يطول', 'وبفتكرك', 'ودايما', 'اقول', 'هترجع', 'معقول', 'انساك', 'وتنساني', 'حبك', 'بقول', 'حكايات', 'قولتش', 'عمري', 'ماضي', 'وفات', 'وحتي', 'اصعب', 'الاوقات', 'بقول', 'ايامنا', 'وحشاني', 'الدنيا', 'بتلهي', 'وسراقه', 'وعيوني', 'لقربك', 'مشتاقه', 'نتلاقي', 'ونقول', 'ونعيد', 'نسيانك', 'عايزله', 'اراده', 'وانا', 'قلبي', 'بيضعف', 'كالعاده', 'يتمادي', 'حبك', 'ويزيد', 'الشوق', 'خلي', 'ليلي', 'يطول', 'وبفتكرك', 'ودايما', 'اقول', 'هترجع', 'معقول', 'انساك', 'وتنساني', 'حبك', 'بقول', 'حكايات', 'قولتش', 'عمري', 'ماضي', 'وفات', 'وحتي', 'اصعب', 'الاوقات', 'بقول', 'ايامنا', 'وحشاني', 'الشوق', 'اه', 'اه', 'اه', 'اه', 'وبفتكرك', 'ودايما', 'اقول', 'هترجع', 'معقول', 'انساك', 'وتنساني', 'حبك', 'بقول', 'حكايات', 'قولتش', 'عمري', 'ماضي', 'وفات', 'وحتي', 'اصعب', 'الاوقات', 'بقول', 'ايامنا', 'وحشاني', 'ليلي', 'ليل', 'ليلي']",Mixed,"**Memories/Longing for a Past Love:**

The lyrics express a strong feeling of nostalgia and longing for a past romantic relationship. The singer remembers beautiful memories, misses those days, and expresses hope for a reunion while struggling with the pain of separation and the fear of being forgotten. Words like ""وحشانا"" (we miss), ""اجمل ايام"" (most beautiful days), ""الشوق"" (longing), ""وبفتكرك"" (I remember you), ""هترجع"" (will you return), and ""انساك"" (forget you) clearly indicate this theme."
لا لا,"['انا', 'شوفت', 'ياما', 'الدنيا', 'ياما', 'ياما', 'ياما', 'قلوب', 'كتير', 'عاشقين', 'همنيش', 'ساب', 'علامه', 'طبيعي', 'لا', 'لا', 'بالي', 'اسهر', 'ليالي', 'انشغالي', 'حن', 'قلبي', 'ومال', 'زمان', 'شافتش', 'القمر', 'لا', 'لا', 'اعمل', 'ايه', 'وتريح', 'قلبي', 'ايه', 'محتاجلك', 'جنبي', 'قولت', 'ايه', 'عنيك', 'بتقولي', 'اه', 'اه', 'حبتني', 'انت', 'جيت', 'حليتلي', 'الدنيا', 'انت', 'الناس', 'التانيه', 'شفته', 'معاك', 'بعينيا', 'نورلي', 'الحياه', 'لا', 'لا', 'لا']",New in love,"New in love: The lyrics express the singer's past experiences with love, but then describe how the new person has changed their perspective and brought light into their life, indicating a newfound love."
عكس بعض,"['بزعلش', 'اما', 'بفتكرك', 'بلاقي', 'اتامل', 'ماضينا', 'كانش', 'حاجه', 'ان', 'احنا', 'هنكمل', 'بزعلش', 'اما', 'بفتكرك', 'بلاقي', 'اتامل', 'ماضينا', 'كانش', 'حاجه', 'ان', 'احنا', 'هنكمل', 'دايما', 'عكس', 'قولي', 'امتي', 'اتفقنا', 'احنا', 'نشبه', 'فالشبه', 'فراقنا', 'دايما', 'عكس', 'قولي', 'امتي', 'اتفقنا', 'احنا', 'نشبه', 'فالشبه', 'فراقنا', 'اكتر', 'قربنا', 'وسبنا', 'الحب', 'واهو', 'سابنا', 'بنحكي', 'حكايتنا', 'بنزود', 'بنجمل', 'رسمتلي', 'صوره', 'للجنه', 'اول', 'مره', 'نتلاقي', 'مشيت', 'وياك', 'بطيب', 'خاطر', 'لقيتني', 'حيره', 'ومتاهه', 'عرفت', 'قربك', 'الوحده', 'حضنك', 'متغرب', 'وسيره', 'الحب', 'تيجي', 'بقيت', 'بخاف', 'واهرب', 'دايما', 'عكس', 'قولي', 'امتي', 'اتفقنا', 'احنا', 'نشبه', 'فالشبه', 'فراقنا', 'دايما', 'عكس', 'قولي', 'امتي', 'اتفقنا', 'احنا', 'نشبه', 'فالشبه', 'فراقنا', 'اكتر', 'قربنا', 'وسبنا', 'الحب', 'واهو', 'سابنا', 'بنحكي', 'حكايتنا', 'بنزود', 'بنجمل', 'اكتر', 'قربنا', 'وسبنا', 'الحب', 'واهو', 'سابنا', 'بنحكي', 'حكايتنا', 'بنزود', 'بنجمل', 'دايما', 'عكس', 'قولي', 'امتي', 'اتفقنا', 'احنا', 'نشبه', 'فالشبه', 'فراقنا', 'دايما', 'عكس', 'قولي', 'امتي', 'اتفقنا', 'احنا', 'نشبه', 'فالشبه', 'فراقنا', 'اكتر', 'قربنا', 'وسبنا', 'الحب', 'واهو', 'سابنا', 'بنحكي', 'حكايتنا', 'بنزود', 'بنجمل']",Goodbyes,"**Goodbyes and Memories:** The lyrics revolve around reflecting on a past relationship and the reasons for its end. There's a sense of remembering the past (""mahdina"" - our past), acknowledging the breakup (""firaqna"" - our separation), and reflecting on the differences that led to it (""dayman aks"" - always the opposite). The love is gone (""sabna al-hubb"" - the love left us)."
